Timestamp,Ваша основна зайнятість в ІТ зараз...,"Зарплата / дохід у $$$ за місяць, лише ставка 
ЧИСТИМИ - після сплати податків",Оберіть вашу основну посаду,Ваш тайтл на цій посаді,Вкажіть вашу спеціалізацію - Game Design,Вкажіть вашу спеціалізацію - Sound,Вкажіть вашу спеціалізацію - QA,Оберіть вашу посаду - Design,GameDev розробники - оберіть вашу спеціалізацію,Ваша посада - Marketing,Оберіть вашу посаду - HR,Ваша посада - PM,Ваша посада - Analyst,Ваша посада - DS,Ваша посада - DevOps,Ваша посада - Top management,Ваша спеціалізація - Support,Чи використовуєте ви у своїй роботі мови програмування (одну чи декілька)?,Основна мова програмування,Вкажіть вашу основну спеціалізацію,"В якій сфері проєкт, в якому ви зараз працюєте?","Основний напрям роботи компанії, в якій працюєте",Кількість спеціалістів у вашій компанії (в Україні/з України),Загальний стаж роботи за нинішньою ІТ-спеціальністю,Яка у вас освіта?,Знання англійської мови,Де ви зараз живете? ,В якій області ви зараз живете?,Ваша стать,Ваш вік
12/19/2023 15:16:59,Працюю full-time в ІТ-компанії чи ІТ-відділі,5500,Customer Success,Manager,,,,,,,,,,,,,,,,,"Cloud Computing, Logistics",Аутсорсингова,до 1000,4,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,В Україні,Львів чи область,Жінка,35
12/19/2023 15:17:47,Працюю full-time в ІТ-компанії чи ІТ-відділі,2000,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,JavaScript,Front-end  розробка,E-commerce,Продуктова,до 1000,5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Pre-Intermediate,"За кордоном, але планую повернутися",,Чоловік,38
12/19/2023 15:32:29,Працюю full-time в ІТ-компанії чи ІТ-відділі,6850,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,C# / .NET,Full Stack розробка,E-commerce,Аутстафінгова,до 1000,13,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Чернівці чи область,Чоловік,33
12/19/2023 15:33:08,Працюю full-time в ІТ-компанії чи ІТ-відділі,5200,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,Java,Back-end  розробка,Logistics,Продуктова,понад 1000,7,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,В Україні,Одеса чи область,Чоловік,37
12/19/2023 15:34:13,Я фрилансер(-ка) в ІТ,500,"Designer / Artist (Graphic, Video, UX/UI)",Junior,,,,UI/UX Artist,,,,,,,,,,,,,"Media, Інша",Аутсорсингова,Лише я / фріланс,1,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Pre-Intermediate,В Україні,Чернігів чи область,Жінка,31
12/19/2023 15:50:29,Працюю full-time в ІТ-компанії чи ІТ-відділі,7000,Software Engineer / Programmer,Team Lead,,,,,,,,,,,,,,,Java,Back-end  розробка,E-commerce,Аутсорсингова,понад 1000,7,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Львів чи область,Чоловік,25
12/19/2023 15:58:43,Працюю full-time в ІТ-компанії чи ІТ-відділі,4500,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,Scala,Back-end  розробка,Security,Аутстафінгова,понад 1000,5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Дніпро чи область,Чоловік,28
12/19/2023 16:05:36,Працюю full-time в ІТ-компанії чи ІТ-відділі,2200,Software Engineer / Programmer,Junior,,,,,,,,,,,,,,,TypeScript,Front-end  розробка,Medtech / Healthcare,Аутстафінгова,Лише я / фріланс,0.5,Ще студент вишу,Advanced,"За кордоном, але планую повернутися",,Жінка,24
12/19/2023 16:07:54,Працюю full-time в ІТ-компанії чи ІТ-відділі,6500,Software Engineer / Programmer,Tech Lead,,,,,,,,,,,,,,,C# / .NET,Back-end  розробка,Medtech / Healthcare,Аутсорсингова,понад 1000,7,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Дніпро чи область,Чоловік,27
12/19/2023 16:14:03,Працюю full-time в ІТ-компанії чи ІТ-відділі,1100,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,JavaScript,Front-end  розробка,Gambling,Аутсорсингова,до 200,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Львів чи область,Жінка,36
12/19/2023 16:16:09,Працюю full-time в ІТ-компанії чи ІТ-відділі,1000,"Support (Customer, Technical, Community)",Junior,,,,,,,,,,,,,Technical Support,"Так, використовую",Python,"Робота з даними, аналіз даних",Edtech / Education,Продуктова,до 50,2,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Рівне чи область,Чоловік,29
12/19/2023 16:19:32,Працюю full-time в ІТ-компанії чи ІТ-відділі,5000,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Manager,,,General QA,,,,,,,,,,,"Так, використовую",TypeScript,QA,Medtech / Healthcare,Аутсорсингова,до 200,7,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,В Україні,Одеса чи область,Чоловік,38
12/19/2023 16:20:37,Працюю full-time в ІТ-компанії чи ІТ-відділі,5000,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,TypeScript,Front-end  розробка,E-commerce,Аутсорсингова,до 50,6,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Чоловік,25
12/19/2023 16:21:47,Працюю full-time в ІТ-компанії чи ІТ-відділі,1100,Software Engineer / Programmer,Junior,,,,,,,,,,,,,,,Kotlin,Mobile  розробка,Mobile,Стартап,до 10 спеціалістів,2,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Чоловік,27
12/19/2023 16:29:34,Працюю full-time в ІТ-компанії чи ІТ-відділі,2000,"Project/Product/Program/Delivery/Engineering Manager, Product Owner, Producer, Scrum Master",Немає тайтлу,,,,,,,,Product Owner,,,,,,"Ні, не використовую",,,"E-commerce, Retail",Продуктова,до 200,3,Середня,Intermediate,В Україні,Чернігів чи область,Чоловік,37
12/19/2023 16:30:20,Працюю full-time в ІТ-компанії чи ІТ-відділі,4500,HR/Recruiter/Learning and Development,Head,,,,,,,HR Director,,,,,,,,,,Інша,Аутстафінгова,до 200,15,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Київ чи область,Жінка,40
12/19/2023 16:35:28,Втратив(-ла) роботу в ІТ і шукаю нову,300,Software Engineer / Programmer,Intern/Trainee,,,,,,,,,,,,,,,TypeScript,Front-end  розробка,Інша,Стартап,до 10 спеціалістів,0.25,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Pre-Intermediate,"За кордоном, але планую повернутися",,Чоловік,18
12/19/2023 16:42:37,Працюю full-time в ІТ-компанії чи ІТ-відділі,1300,Finance /Accounting /Internal Audit,Немає тайтлу,,,,,,,,,,,,,,,,,Інша,Аутсорсингова,до 200,7,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Львів чи область,Жінка,24
12/19/2023 16:42:45,Працюю full-time в ІТ-компанії чи ІТ-відділі,5700,"Project/Product/Program/Delivery/Engineering Manager, Product Owner, Producer, Scrum Master",Senior,,,,,,,,Product Owner,,,,,,"Ні, не використовую",,,"Adtech / Advertising, Retail",Аутсорсингова,до 200,5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Чоловік,28
12/19/2023 16:50:42,Працюю full-time в ІТ-компанії чи ІТ-відділі,1100,Software Engineer / Programmer,Junior,,,,,,,,,,,,,,,TypeScript,Full Stack розробка,"Big Data, Blockchain, Public services / Government",Аутсорсингова,до 50,2,Незакінчена вища,Upper-Intermediate,В Україні,Київ чи область,Чоловік,35
12/19/2023 16:50:55,Працюю full-time в ІТ-компанії чи ІТ-відділі,4000,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,,,Data Quality Engineer,,,,,,,,,,,"Ні, не використовую",,,Big Data,Аутсорсингова,понад 1000,10,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Чоловік,33
12/19/2023 16:56:55,Втратив(-ла) роботу в ІТ і шукаю нову,4700,Software Engineer / Programmer,Senior,,,,,Server/Network Programmer,,,,,,,,,,TypeScript,Back-end  розробка,"Blockchain, GameDev",Продуктова,до 50,5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,"За кордоном, але планую повернутися",,Жінка,24
12/19/2023 16:58:14,Працюю full-time в ІТ-компанії чи ІТ-відділі,4000,"Project/Product/Program/Delivery/Engineering Manager, Product Owner, Producer, Scrum Master",Middle,,,,,,,,Project Manager,,,,,,"Ні, не використовую",,,"Blockchain, Dating",Продуктова,до 1000,4,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,В Україні,Харків чи область,Чоловік,29
12/19/2023 16:59:11,Втратив(-ла) роботу в ІТ і шукаю нову,800,Software Engineer / Programmer,Junior,,,,,,,,,,,,,,,Dart,Mobile  розробка,"Fintech / Banking / Capital Management, Gambling",Аутсорсингова,до 50,0.25,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Київ чи область,Чоловік,35
12/19/2023 17:16:02,Працюю full-time в ІТ-компанії чи ІТ-відділі,1400,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,,,Manual QA,,,,,,,,,,,"Ні, не використовую",,,E-commerce,Продуктова,до 1000,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Київ чи область,Чоловік,28
12/19/2023 17:16:34,Працюю full-time в ІТ-компанії чи ІТ-відділі,6500,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,Elixir,Back-end  розробка,Media,Продуктова,до 10 спеціалістів,12,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Київ чи область,Чоловік,35
12/19/2023 17:23:55,Працюю full-time в ІТ-компанії чи ІТ-відділі,2400,"Support (Customer, Technical, Community)",Senior,,,,,,,,,,,,,Technical Support,"Ні, не використовую",,,"Big Data, Cloud Computing, High Load Systems",Продуктова,до 50,8,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Чоловік,32
12/19/2023 17:29:23,Працюю full-time в ІТ-компанії чи ІТ-відділі,3400,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,C# / .NET,Full Stack розробка,"E-commerce, Embedded",Аутстафінгова,до 200,5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,"За кордоном, але планую повернутися",,Чоловік,24
12/19/2023 17:36:32,Працюю full-time в ІТ-компанії чи ІТ-відділі,5000,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,JavaScript,Full Stack розробка,"Adtech / Advertising, Machine Learning",Аутсорсингова,до 200,8,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Чоловік,32
12/19/2023 17:42:56,Працюю full-time в ІТ-компанії чи ІТ-відділі,2000,"Analyst (Business, Data, System etc)",Senior,,,,,,,,,Business Analyst,,,,,"Ні, не використовую",,,"Edtech / Education, Fintech / Banking / Capital Management, Public services / Government",Аутсорсингова,до 1000,15,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,"За кордоном, але планую повернутися",,Жінка,45
12/19/2023 17:46:33,Працюю full-time в ІТ-компанії чи ІТ-відділі,2150,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Middle,,,Manual QA,,,,,,,,,,,"Ні, не використовую",,,Medtech / Healthcare,Продуктова,понад 1000,2,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Житомир чи область,Чоловік,36
12/19/2023 17:51:51,Працюю full-time в ІТ-компанії чи ІТ-відділі,4000,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,,,,,,,,,,Data Engineer / Big Data Engineer,,,,"Так, використовую",Python,BI-розробка,"GameDev, Mobile",Стартап,до 50,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Київ чи область,Чоловік,33
12/19/2023 17:52:30,Працюю full-time в ІТ-компанії чи ІТ-відділі,2300,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,JavaScript,Front-end  розробка,E-commerce,Продуктова,до 50,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Pre-Intermediate,В Україні,Львів чи область,Чоловік,29
12/19/2023 18:12:31,Працюю full-time в ІТ-компанії чи ІТ-відділі,4000,"Analyst (Business, Data, System etc)",Middle,,,,,,,,,System Analyst,,,,,"Ні, не використовую",,,Gambling,Продуктова,понад 1000,2,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Чоловік,28
12/19/2023 18:27:32,Працюю full-time в ІТ-компанії чи ІТ-відділі,770,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,,,Automation QA,,,,,,,,,,,"Так, використовую",Kotlin,QA,Security,Аутстафінгова,до 10 спеціалістів,4,Ще студент вишу,Pre-Intermediate,В Україні,Київ чи область,Чоловік,22
12/19/2023 18:32:37,Працюю full-time в ІТ-компанії чи ІТ-відділі,5000,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,C# / .NET,Full Stack розробка,Security,Аутсорсингова,до 1000,6,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Чоловік,24
12/19/2023 18:41:14,Працюю full-time в ІТ-компанії чи ІТ-відділі,600,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Junior,,,Manual QA,,,,,,,,,,,"Ні, не використовую",,,Medtech / Healthcare,Аутстафінгова,до 50,2,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Pre-Intermediate,"За кордоном, але планую повернутися",,Жінка,31
12/19/2023 18:48:06,Працюю full-time в ІТ-компанії чи ІТ-відділі,5263,Software Engineer / Programmer,Tech Lead,,,,,,,,,,,,,,,TypeScript,Full Stack розробка,Fintech / Banking / Capital Management,Продуктова,до 200,8,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Чоловік,26
12/19/2023 18:53:50,Працюю full-time в ІТ-компанії чи ІТ-відділі,320,HR/Recruiter/Learning and Development,Немає тайтлу,,,,,,,Recruiter,,,,,,,,,,Edtech / Education,Продуктова,до 50,1.5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Дніпро чи область,Жінка,22
12/19/2023 18:58:10,Втратив(-ла) роботу в ІТ і шукаю нову,3800,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,,,General QA,,,,,,,,,,,"Так, використовую",Python,QA,GameDev,Продуктова,до 200,8,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Чоловік,35
12/19/2023 19:00:24,Працюю full-time в ІТ-компанії чи ІТ-відділі,2100,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Middle,,,General QA,,,,,,,,,,,"Так, використовую",TypeScript,QA,"Insurance, Legal",Аутстафінгова,до 200,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Львів чи область,Жінка,28
12/19/2023 19:02:12,Працюю full-time в ІТ-компанії чи ІТ-відділі,4400,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,PHP,Back-end  розробка,E-commerce,Аутстафінгова,до 50,8,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Луцьк чи Волинська область,Чоловік,35
12/19/2023 19:10:02,Працюю full-time в ІТ-компанії чи ІТ-відділі,850,HR/Recruiter/Learning and Development,Middle,,,,,,,Recruiter,,,,,,,,,,"Edtech / Education, Medtech / Healthcare",Аутстафінгова,до 1000,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Жінка,23
12/19/2023 19:19:29,Працюю full-time в ІТ-компанії чи ІТ-відділі,3000,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,JavaScript,Front-end  розробка,Retail,Аутсорсингова,понад 1000,11,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Львів чи область,Чоловік,33
12/19/2023 19:21:20,Працюю full-time в ІТ-компанії чи ІТ-відділі,2041,"Designer / Artist (Graphic, Video, UX/UI)",Junior,,,,UI/UX Designer,,,,,,,,,,,,,Edtech / Education,Продуктова,до 200,2,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Жінка,23
12/19/2023 19:23:19,Працюю full-time в ІТ-компанії чи ІТ-відділі,7000,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,TypeScript,Front-end  розробка,"Machine Learning, Інша",Продуктова,до 50,9,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Львів чи область,Чоловік,34
12/19/2023 19:26:25,Працюю full-time в ІТ-компанії чи ІТ-відділі,1000,"Marketing, PR, SEO, Copywriter",Немає тайтлу,,,,,,Copywriter,,,,,,,,,,,Edtech / Education,Продуктова,до 200,2,Ще студент вишу,Advanced,В Україні,Київ чи область,Жінка,22
12/19/2023 19:50:44,Працюю full-time в ІТ-компанії чи ІТ-відділі,3200,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Team Lead,,,Manual QA,,,,,,,,,,,"Ні, не використовую",,,GameDev,Аутсорсингова,до 200,4,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Дніпро чи область,Чоловік,26
12/19/2023 19:58:53,Працюю full-time в ІТ-компанії чи ІТ-відділі,4200,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,TypeScript,Full Stack розробка,"Hardware, Manufacturing",Аутстафінгова,до 200,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Львів чи область,Чоловік,26
12/19/2023 20:11:40,Працюю full-time в ІТ-компанії чи ІТ-відділі,2900,"Marketing, PR, SEO, Copywriter",Manager,,,,,,Product Marketing Manager,,,,,,,,,,,Legal,Продуктова,до 1000,0.5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,В Україні,Київ чи область,Жінка,30
12/19/2023 20:14:46,Працюю full-time в ІТ-компанії чи ІТ-відділі,10000,"Marketing, PR, SEO, Copywriter",Head,,,,,,Chief Marketing Officer (CMO),,,,,,,,,,,Logistics,Продуктова,понад 1000,5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,"За кордоном, але планую повернутися",,Чоловік,39
12/19/2023 20:20:57,Працюю full-time в ІТ-компанії чи ІТ-відділі,7000,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,,,,,,,,,,Machine / Deep Learning Engineer,,,,"Так, використовую",Python,"Робота з даними, аналіз даних","Data Science, Fintech / Banking / Capital Management, Logistics",Продуктова,Лише я / фріланс,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Львів чи область,Чоловік,37
12/19/2023 20:27:07,Працюю full-time в ІТ-компанії чи ІТ-відділі,1020,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Junior,,,Manual QA,,,,,,,,,,,"Так, використовую",Java,QA,Fintech / Banking / Capital Management,Продуктова,до 50,1.5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Pre-Intermediate,В Україні,Київ чи область,Чоловік,26
12/19/2023 21:01:28,Працюю full-time в ІТ-компанії чи ІТ-відділі,3600,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,PHP,Back-end  розробка,"E-commerce, Logistics",Продуктова,понад 1000,4,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Київ чи область,Чоловік,24
12/19/2023 21:05:58,Працюю full-time в ІТ-компанії чи ІТ-відділі,2000,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,JavaScript,Front-end  розробка,Fintech / Banking / Capital Management,Аутсорсингова,до 200,3,Ще студент вишу,Pre-Intermediate,В Україні,Хмельницький чи область,Чоловік,22
12/19/2023 21:07:33,Працюю full-time в ІТ-компанії чи ІТ-відділі,3500,"Analyst (Business, Data, System etc)",Senior,,,,,,,,,Business Analyst,,,,,"Ні, не використовую",,,E-commerce,Аутсорсингова,понад 1000,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Чоловік,27
12/19/2023 21:11:28,Працюю full-time в ІТ-компанії чи ІТ-відділі,4500,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,,,Automation QA,,,,,,,,,,,"Так, використовую",TypeScript,QA,Інша,Аутсорсингова,понад 1000,7,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Чоловік,38
12/19/2023 21:46:39,Працюю full-time в ІТ-компанії чи ІТ-відділі,4000,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,PHP,Back-end  розробка,Інша,Продуктова,понад 1000,4,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Pre-Intermediate,В Україні,Івано-Франківськ чи область,Чоловік,25
12/19/2023 21:56:55,Працюю full-time в ІТ-компанії чи ІТ-відділі,800,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Middle,,,General QA,,,,,,,,,,,"Так, використовую",TypeScript,QA,"Medtech / Healthcare, Mobile",Продуктова,до 200,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Київ чи область,Жінка,23
12/19/2023 22:00:32,Працюю full-time в ІТ-компанії чи ІТ-відділі,3900,"DevOps, SRE",Немає тайтлу,,,,,,,,,,,DevOps Engineer,,,"Так, використовую",Python,DevOps,Media,Аутстафінгова,до 200,3,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Чоловік,39
12/19/2023 22:06:31,Працюю full-time в ІТ-компанії чи ІТ-відділі,3800,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,C++,Інше,Telecom,Аутсорсингова,понад 1000,6,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Львів чи область,Чоловік,25
12/19/2023 22:16:10,Працюю full-time в ІТ-компанії чи ІТ-відділі,1756,"Analyst (Business, Data, System etc)",Senior,,,,,,,,,Business Analyst,,,,,"Ні, не використовую",,,"E-commerce, ERP",Продуктова,до 200,4,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Жінка,33
12/19/2023 22:16:22,Працюю full-time в ІТ-компанії чи ІТ-відділі,5500,"Data Science, Machine Learning, AI, Big Data, Data Engineer",Senior,,,,,,,,,,Data Engineer / Big Data Engineer,,,,"Так, використовую",SQL,"Робота з даними, аналіз даних","Big Data, Travel",Аутстафінгова,до 10 спеціалістів,4,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Київ чи область,Чоловік,25
12/19/2023 22:21:26,Працюю full-time в ІТ-компанії чи ІТ-відділі,2000,"Marketing, PR, SEO, Copywriter",Middle,,,,,,Copywriter,,,,,,,,,,,"Adtech / Advertising, Media, Telecom",Аутсорсингова,понад 1000,4,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,В Україні,Київ чи область,Чоловік,29
12/19/2023 22:37:43,Працюю full-time в ІТ-компанії чи ІТ-відділі,5700,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,C# / .NET,Back-end  розробка,Retail,Продуктова,до 1000,6,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Advanced,В Україні,Київ чи область,Чоловік,26
12/19/2023 22:46:41,Працюю full-time в ІТ-компанії чи ІТ-відділі,5200,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,C# / .NET,Back-end  розробка,Gambling,Продуктова,до 10 спеціалістів,5,Ще студент вишу,Upper-Intermediate,В Україні,Київ чи область,Чоловік,26
12/19/2023 22:47:13,Працюю full-time в ІТ-компанії чи ІТ-відділі,4000,"Project/Product/Program/Delivery/Engineering Manager, Product Owner, Producer, Scrum Master",Senior,,,,,,,,Delivery Manager,,,,,,"Ні, не використовую",,,GameDev,Аутсорсингова,до 1000,5,"Науковий ступінь (кандидат / доктор наук, PhD)",Advanced,В Україні,Київ чи область,Жінка,32
12/19/2023 22:49:50,Працюю full-time в ІТ-компанії чи ІТ-відділі,2200,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,JavaScript,Front-end  розробка,Blockchain,Продуктова,до 50,2,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Вінниця чи область,Чоловік,21
12/19/2023 22:52:52,Працюю full-time в ІТ-компанії чи ІТ-відділі,750,"Marketing, PR, SEO, Copywriter",Junior,,,,,,Link Builder,,,,,,,,,,,GameDev,Аутсорсингова,до 200,1,Ще студент вишу,Intermediate,В Україні,Київ чи область,Чоловік,21
12/19/2023 22:54:16,Працюю full-time в ІТ-компанії чи ІТ-відділі,1200,"Marketing, PR, SEO, Copywriter",Senior,,,,,,Media Buyer,,,,,,,,,,,Gambling,Продуктова,до 200,5,Незакінчена вища,Intermediate,В Україні,Київ чи область,Чоловік,27
12/19/2023 23:03:59,Працюю full-time в ІТ-компанії чи ІТ-відділі,2500,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,TypeScript,Full Stack розробка,Edtech / Education,Аутсорсингова,до 200,4,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Upper-Intermediate,В Україні,Львів чи область,Чоловік,27
12/19/2023 23:35:32,Працюю full-time в ІТ-компанії чи ІТ-відділі,5500,Software Engineer / Programmer,Senior,,,,,,,,,,,,,,,Ruby,Back-end  розробка,"Gambling, Media",Продуктова,до 50,5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Pre-Intermediate,В Україні,Львів чи область,Чоловік,25
12/19/2023 23:37:58,Працюю full-time в ІТ-компанії чи ІТ-відділі,1750,"Marketing, PR, SEO, Copywriter",Middle,,,,,,SEO Specialist,,,,,,,,,,,Gambling,Продуктова,понад 1000,4,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Київ чи область,Чоловік,25
12/19/2023 23:38:35,Працюю full-time в ІТ-компанії чи ІТ-відділі,970,"QA / AQA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Junior,,,Manual QA,,,,,,,,,,,"Так, використовую",JavaScript,QA,Інша,Продуктова,до 10 спеціалістів,0.5,"Вища (бакалавр, спеціаліст, магістр) - одна або декілька",Intermediate,В Україні,Тернопіль чи область,Чоловік,32
12/19/2023 23:42:11,Працюю full-time в ІТ-компанії чи ІТ-відділі,4500,"Designer / Artist (Graphic, Video, UX/UI)",Head,,,,Product Designer,,,,,,,,,,,,,"Medtech / Healthcare, Mobile, Security",Продуктова,до 1000,10,Незакінчена вища,Upper-Intermediate,В Україні,Київ чи область,Чоловік,33
12/19/2023 23:57:40,Працюю full-time в ІТ-компанії чи ІТ-відділі,1650,Software Engineer / Programmer,Middle,,,,,,,,,,,,,,,Java,Back-end  розробка,"Geospatial, Logistics",Аутсорсингова,до 50,2,Ще студент вишу,Upper-Intermediate,В Україні,Київ чи область,Чоловік,21
