timestamp,Ваша основна зайнятість в ІТ зараз...,"Зарплата / дохід в IT у $$$ за місяць, лише ставка ЧИСТИМИ - після сплати податків",Оберіть ваш тайтл або роль у компанії,Categories,Position,Розробники -  основна спеціалізація,programming_language,"Основний напрям роботи компанії, в якій працюєте",Загальний стаж роботи за нинішньою ІТ-спеціальністю,english_level,Де ви зараз живете?,В якій області ви зараз живете?,male
09/12/2024 15:52,Працюю full-time,600.0,Junior,SE,Software Engineer / Software Developer,Back-end  розробка,Ruby,Сервісна (аутсорсингова),2.0,5,В Україні,Львів чи область,0
09/12/2024 15:53,Працюю full-time,4980.0,Senior,SE,Software Engineer / Software Developer,Mobile розробка,Dart,Стартап,5.0,5,В Україні,Київ чи область,0
09/12/2024 15:54,Я фрилансер(-ка),2100.0,Middle,Marketing,Email Marketing Specialist / E-mail Marketing specialist,,,Продуктова,3.0,4,В Україні,Київ чи область,0
09/12/2024 15:54,Працюю full-time,7000.0,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,JavaScript,Продуктова,7.0,6,"За кордоном, важко сказати, чи повернуся",,0
09/12/2024 15:54,Працюю full-time,71.0,Middle,HR,Recruiter / Recruitment Specialist / Technical Recruiter,,,Продуктова,3.0,3,В Україні,Дніпро чи область,0
09/12/2024 16:00,Працюю full-time,1900.0,Senior,Marketing,Email Marketing Specialist / E-mail Marketing specialist,,,Продуктова,2.0,5,В Україні,Київ чи область,0
09/12/2024 16:00,Працюю full-time,4500.0,Senior,SE,Software Engineer / Software Developer,Mobile розробка,Kotlin,Стартап,12.0,5,"За кордоном, важко сказати, чи повернуся",,0
09/12/2024 16:02,Втратив(-ла) роботу і шукаю нову,4800.0,Senior,SE,Software Engineer / Software Developer,Mobile розробка,Dart,Продуктова,6.0,4,В Україні,Львів чи область,0
09/12/2024 16:04,Втратив(-ла) роботу і шукаю нову,3200.0,Middle,SE,Software Engineer / Software Developer,Mobile розробка,TypeScript,Продуктова,5.0,6,В Україні,Київ чи область,0
09/12/2024 16:04,Працюю full-time,1400.0,Middle,"UI/UX, Product Design",UI/UX Designer,,,Сервісна (аутсорсингова),4.0,5,В Україні,Київ чи область,0
09/12/2024 16:06,Працюю full-time,1800.0,Немає тайтлу,Project Mgmt,Project Manager,,,Продуктова,4.0,6,В Україні,Київ чи область,0
09/12/2024 16:07,Працюю full-time,9000.0,Architect,SE,Solution Architect,,TypeScript,Сервісна (аутсорсингова),4.0,6,В Україні,Львів чи область,0
09/12/2024 16:08,Працюю full-time,1650.0,Middle,HR,Talent Acquisition Manager/Talent Acquisition Specialist,,,Продуктова,4.0,4,"За кордоном, не планую повертатися",,0
09/12/2024 16:10,Втратив(-ла) роботу і шукаю нову,600.0,Intern/Trainee,SE,Software Engineer / Software Developer,Back-end  розробка,Go,Сервісна (аутсорсингова),0.5,6,"За кордоном, не планую повертатися",,0
09/12/2024 16:12,Працюю full-time,6000.0,Senior,SE,Software Engineer / Software Developer,Front-end  розробка,TypeScript,Аутстафінгова,10.0,5,В Україні,Київ чи область,0
09/12/2024 16:14,Працюю full-time,6050.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Scala,Продуктова,8.0,4,В Україні,Одеса чи область,0
09/12/2024 16:15,Працюю full-time,1180.0,Middle,QA,Manual QA,,,Сервісна (аутсорсингова),3.0,4,В Україні,Вінниця чи область,0
09/12/2024 16:15,Працюю full-time,4500.0,Middle,DevOps,DevOps Engineer,,Python,Продуктова,6.0,5,В Україні,Київ чи область,0
09/12/2024 16:20,Працюю full-time,2300.0,Middle,Marketing,Product Marketing Manager,,,Продуктова,1.0,5,В Україні,Київ чи область,0
09/12/2024 16:23,Працюю full-time,2700.0,Middle,SE,Software Engineer / Software Developer,Full Stack розробка,C# / .NET,Сервісна (аутсорсингова),5.0,4,В Україні,Івано-Франківськ чи область,0
09/12/2024 16:25,Працюю full-time,2600.0,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,C# / .NET,Продуктова,3.0,5,В Україні,Київ чи область,0
09/12/2024 16:25,Працюю full-time,2400.0,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,JavaScript,Продуктова,4.0,4,В Україні,Київ чи область,0
09/12/2024 16:26,Працюю full-time,5500.0,Senior,SE,Software Engineer / Software Developer,Full Stack розробка,JavaScript,Сервісна (аутсорсингова),10.0,4,"За кордоном, не планую повертатися",,0
09/12/2024 16:27,Працюю full-time,3000.0,Middle,QA,Automation QA / AQA,,C# / .NET,Аутстафінгова,5.0,4,В Україні,Київ чи область,0
09/12/2024 16:27,Працюю full-time,900.0,Junior,SE,Software Engineer / Software Developer,Mobile розробка,Kotlin,Сервісна (аутсорсингова),1.5,4,В Україні,Львів чи область,0
09/12/2024 16:29,Працюю full-time,7500.0,Tech Lead,SE,Software Engineer / Software Developer,Back-end  розробка,JavaScript,Продуктова,15.0,5,В Україні,Львів чи область,0
09/12/2024 16:37,Працюю full-time,2000.0,Middle,QA,Manual QA,,,Продуктова,4.0,4,В Україні,Київ чи область,0
09/12/2024 16:40,"Тимчасово не працюю і не шукаю роботу (sabbatical, декрет, волонтерство etc)",2400.0,Немає тайтлу,DS,Data Engineer / Big Data Engineer,,Python,Продуктова,4.0,5,В Україні,Київ чи область,0
09/12/2024 16:41,Працюю full-time,7916.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Продуктова,8.0,6,"За кордоном, важко сказати, чи повернуся",,0
09/12/2024 16:46,Працюю full-time,4700.0,Lead/Team Lead,QA,General QA,,TypeScript,Продуктова,10.0,5,"За кордоном, важко сказати, чи повернуся",,0
09/12/2024 16:51,Працюю full-time,2100.0,Middle,QA,Automation QA / AQA,,C# / .NET,Сервісна (аутсорсингова),4.0,5,В Україні,Рівне чи область,0
09/12/2024 16:54,Працюю full-time,2300.0,Middle,SE,Software Engineer / Software Developer,Mobile розробка,Kotlin,Сервісна (аутсорсингова),6.0,4,В Україні,Львів чи область,0
09/12/2024 16:55,Працюю full-time,1800.0,Middle,Project Mgmt,Project Manager,,,Сервісна (аутсорсингова),2.0,6,"За кордоном, важко сказати, чи повернуся",,0
09/12/2024 16:59,Працюю full-time,2375.0,Senior,Sales,Sales Development Representative,,,Сервісна (аутсорсингова),4.0,6,В Україні,Запоріжжя чи область,0
09/12/2024 16:59,Працюю full-time,3500.0,Senior,SE,Software Engineer / Software Developer,Front-end  розробка,TypeScript,Сервісна (аутсорсингова),12.0,5,В Україні,Львів чи область,0
09/12/2024 17:05,Працюю full-time,3600.0,Lead/Team Lead,Product Mgmt,Product Manager,,TypeScript,Продуктова,8.0,6,В Україні,Ужгород чи Закарпатська область,0
09/12/2024 17:06,Працюю full-time,2000.0,Middle,"UI/UX, Product Design",UI/UX Designer,,,Сервісна (аутсорсингова),5.0,5,"За кордоном, важко сказати, чи повернуся",,0
09/12/2024 17:12,Працюю full-time,900.0,Немає тайтлу,,expert,,,Стартап,1.0,3,В Україні,Одеса чи область,0
09/12/2024 17:13,Працюю full-time,1800.0,Middle,SE,Software Engineer / Software Developer,Full Stack розробка,Python,Державне підприємство / установа,2.0,6,В Україні,Київ чи область,0
09/12/2024 17:15,Працюю full-time,2200.0,Немає тайтлу,HR,HR Business Partner,,,Аутстафінгова,3.0,5,В Україні,Київ чи область,0
09/12/2024 17:16,Працюю full-time,4500.0,Senior,SE,Software Engineer / Software Developer,Embedded,C++,Аутстафінгова,10.0,4,"За кордоном, але планую повернутися",,0
09/12/2024 17:18,Працюю full-time,6900.0,Lead/Team Lead,SE,Software Engineer / Software Developer,Back-end  розробка,C# / .NET,Сервісна (аутсорсингова),15.0,6,"За кордоном, важко сказати, чи повернуся",,0
09/12/2024 17:20,Працюю full-time,2100.0,Middle,HR,HR Generalist,,,Продуктова,2.0,4,"За кордоном, важко сказати, чи повернуся",,0
09/12/2024 17:29,Працюю full-time,2000.0,Lead/Team Lead,SysAdmin,SysAdmin,,,Продуктова,10.0,5,В Україні,Київ чи область,0
09/12/2024 17:32,Працюю full-time,900.0,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,Продуктова,2.0,4,В Україні,Київ чи область,0
09/12/2024 17:34,Працюю full-time,4500.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,PHP,Продуктова,10.0,4,В Україні,Київ чи область,0
09/12/2024 17:35,Працюю full-time,3500.0,Senior,QA,Automation QA / AQA,,Java,Продуктова,6.0,5,В Україні,Харків чи область,0
09/12/2024 17:45,Працюю full-time,6000.0,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,PHP,Сервісна (аутсорсингова),14.0,4,"За кордоном, не планую повертатися",,0
09/12/2024 17:49,Працюю full-time,5000.0,Lead/Team Lead,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Продуктова,10.0,3,"За кордоном, важко сказати, чи повернуся",,0
09/12/2024 17:55,Працюю full-time,5000.0,Senior,Project Mgmt,Project Manager,,,Сервісна (аутсорсингова),6.0,5,В Україні,Одеса чи область,0
09/12/2024 18:00,Працюю full-time,1000.0,Junior,SE,Software Engineer / Software Developer,Back-end  розробка,Ruby,Сервісна (аутсорсингова),2.0,5,В Україні,Львів чи область,0
09/12/2024 18:00,Працюю full-time,2100.0,Middle,SE,Software Engineer / Software Developer,Full Stack розробка,Salesforce Apex,Продуктова,3.0,4,В Україні,Львів чи область,0
09/12/2024 18:03,Працюю full-time,4550.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,PHP,Продуктова,9.0,4,В Україні,Одеса чи область,0
09/12/2024 18:04,Працюю full-time,4500.0,Senior,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,Аутстафінгова,5.0,5,В Україні,Київ чи область,0
09/12/2024 18:09,Працюю full-time,8000.0,Architect,DevOps,Cloud Architect,,Python,Аутстафінгова,4.0,5,"За кордоном, не планую повертатися",,0
09/12/2024 18:10,Працюю full-time,800.0,Junior,SE,Software Engineer / Software Developer,Full Stack розробка,JavaScript,Сервісна (аутсорсингова),2.0,5,В Україні,Полтава чи область,0
09/12/2024 18:15,Працюю full-time,5500.0,Senior,SE,Software Engineer / Software Developer,Front-end  розробка,TypeScript,Аутстафінгова,12.0,4,"За кордоном, важко сказати, чи повернуся",,0
09/12/2024 18:24,Працюю full-time,1850.0,Middle,DS,Data Engineer / Big Data Engineer,,Python,Сервісна (аутсорсингова),3.0,5,В Україні,Львів чи область,0
09/12/2024 18:24,Працюю full-time,800.0,Junior,QA,Manual QA,,,Стартап,0.5,4,В Україні,Дніпро чи область,0
09/12/2024 18:28,Працюю full-time,2000.0,Senior,HR,HR Business Partner,,,Сервісна (аутсорсингова),7.0,5,В Україні,Львів чи область,0
09/12/2024 18:30,Працюю full-time,5462.0,Senior,DS,Data Engineer / Big Data Engineer,,Scala,Аутстафінгова,5.0,5,В Україні,Київ чи область,0
09/12/2024 18:37,Працюю full-time,500.0,Intern/Trainee,QA,Manual QA,,,Продуктова,0.5,4,В Україні,Київ чи область,0
09/12/2024 18:43,Працюю full-time,5000.0,Middle,Security,Information security specialist,,,Продуктова,3.0,4,В Україні,Львів чи область,0
09/12/2024 18:44,Працюю full-time,3000.0,Senior,SE,Software Engineer / Software Developer,Full Stack розробка,JavaScript,Сервісна (аутсорсингова),5.0,4,В Україні,Запоріжжя чи область,0
09/12/2024 18:45,Працюю full-time,2300.0,Senior,QA,General QA,,JavaScript,Продуктова,7.0,5,"За кордоном, не планую повертатися",,0
09/12/2024 18:47,Працюю full-time,7120.0,Tech Lead,SE,Software Engineer / Software Developer,Front-end  розробка,TypeScript,Аутстафінгова,8.0,5,"За кордоном, важко сказати, чи повернуся",,0
09/12/2024 18:49,Працюю full-time,4000.0,Lead/Team Lead,SE,Software Engineer / Software Developer,Back-end  розробка,Python,Інша,6.0,5,"За кордоном, але планую повернутися",,0
09/12/2024 19:00,Працюю full-time,2000.0,Lead/Team Lead,Design,Graphic Designer,,,Інша,9.0,5,В Україні,Харків чи область,0
09/12/2024 19:03,Втратив(-ла) роботу і шукаю нову,900.0,Junior,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,Аутстафінгова,2.0,4,В Україні,Полтава чи область,0
09/12/2024 19:13,Працюю full-time,2680.0,Head,Security,Head of Information Security,,,Інша,12.0,3,В Україні,Дніпро чи область,0
09/12/2024 19:15,Працюю full-time,600.0,Немає тайтлу,Office manager / Admin / Assistant,Office Manager / Office Administrator / Office Coordinator,,,Продуктова,0.1,3,В Україні,Київ чи область,0
09/12/2024 19:23,Працюю full-time,6500.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Ruby,Сервісна (аутсорсингова),6.0,5,В Україні,Івано-Франківськ чи область,0
09/12/2024 19:24,Працюю full-time,8600.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Python,Аутстафінгова,9.0,5,"За кордоном, але планую повернутися",,0
09/12/2024 19:39,Працюю full-time,1900.0,Middle,Project Mgmt,Project Manager,,,Продуктова,2.0,4,В Україні,Тернопіль чи область,0
09/12/2024 19:40,Працюю full-time,7500.0,Senior,DS,Data Scientist,,Python,Продуктова,5.0,6,"За кордоном, не планую повертатися",,0
09/12/2024 19:43,Працюю full-time,8000.0,Senior,DS,Data Scientist,,Python,Аутстафінгова,6.0,6,В Україні,Рівне чи область,0
09/12/2024 19:45,Працюю full-time,1145.0,Middle,Support,Customer Support,,,Продуктова,3.0,5,В Україні,Львів чи область,0
09/12/2024 19:48,Працюю full-time,5200.0,Senior,SE,Software Engineer / Software Developer,Desktop,C++,Продуктова,6.0,4,В Україні,Київ чи область,0
09/12/2024 19:49,Працюю full-time,4600.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Продуктова,7.0,5,В Україні,Київ чи область,0
09/12/2024 19:51,Працюю full-time,3400.0,Middle,Project Mgmt,Project Manager,,,Сервісна (аутсорсингова),7.0,5,"За кордоном, важко сказати, чи повернуся",,0
09/12/2024 19:54,Працюю full-time,800.0,Junior,SE,Software Engineer / Software Developer,Back-end  розробка,Go,Сервісна (аутсорсингова),1.5,4,В Україні,Львів чи область,0
09/12/2024 20:04,Працюю full-time,4800.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Python,Сервісна (аутсорсингова),6.0,5,В Україні,Львів чи область,0
09/12/2024 20:11,Працюю full-time,1400.0,Junior,Analyst,Product Analyst,,SQL,Продуктова,2.0,5,В Україні,Київ чи область,0
09/12/2024 20:13,Працюю full-time,15000.0,Middle,DevOps,SRE (Site Reliability Engineer),,Python,Продуктова,15.0,4,В Україні,Київ чи область,0
09/12/2024 20:22,Працюю full-time,3600.0,Senior,"UI/UX, Product Design",UI/UX Designer,,,Сервісна (аутсорсингова),7.0,5,В Україні,Київ чи область,0
09/12/2024 20:27,Працюю full-time,5600.0,Architect,SE,Software Architect,,PHP,Аутстафінгова,15.0,5,В Україні,Харків чи область,0
09/12/2024 20:27,Працюю full-time,700.0,Junior,QA,Manual QA,,C# / .NET,Продуктова,1.0,4,В Україні,Київ чи область,0
09/12/2024 20:32,Працюю full-time,4000.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,C# / .NET,Сервісна (аутсорсингова),12.0,5,В Україні,Хмельницький чи область,0
09/12/2024 20:32,Працюю full-time,5300.0,Tech Lead,SE,Software Engineer / Software Developer,Full Stack розробка,C# / .NET,Продуктова,8.0,5,В Україні,Харків чи область,0
09/12/2024 20:36,Працюю full-time,1500.0,Junior,SE,Software Engineer / Software Developer,Back-end  розробка,Ruby,Продуктова,2.0,4,В Україні,Івано-Франківськ чи область,0
09/12/2024 20:38,Працюю full-time,1950.0,Middle,Marketing,User Acquisition Manager,,,Продуктова,6.0,6,В Україні,Київ чи область,0
09/12/2024 20:41,Втратив(-ла) роботу і шукаю нову,1500.0,Junior,Security,Penetration Tester,,JavaScript,Фриланс,1.5,5,"За кордоном, важко сказати, чи повернуся",,0
09/12/2024 20:42,Працюю full-time,2700.0,Middle,Consultant,ERP/CRM Consultant,,JavaScript,Сервісна (аутсорсингова),3.0,4,В Україні,Тернопіль чи область,0
09/12/2024 20:45,Працюю full-time,2500.0,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,TypeScript,Сервісна (аутсорсингова),4.0,5,В Україні,Київ чи область,0
09/12/2024 20:51,Працюю full-time,6700.0,Head,QA,Head of QA,,TypeScript,Продуктова,7.0,4,"За кордоном, важко сказати, чи повернуся",,0
09/12/2024 20:58,Працюю full-time,7000.0,Senior,Analyst,System Analyst,,SQL,Продуктова,10.0,4,"За кордоном, але планую повернутися",,0
09/12/2024 21:08,Працюю full-time,3800.0,Немає тайтлу,Product Mgmt,Product Manager,,,Продуктова,7.0,6,В Україні,Київ чи область,0
09/12/2024 21:13,Працюю full-time,1500.0,Senior,HR,Recruiter / Recruitment Specialist / Technical Recruiter,,,Продуктова,8.0,4,В Україні,Київ чи область,0
09/12/2024 21:14,Працюю full-time,4000.0,Lead/Team Lead,QA,Automation QA / AQA,,Java,Продуктова,8.0,4,"За кордоном, важко сказати, чи повернуся",,0
09/12/2024 21:22,Працюю full-time,4434.0,Lead/Team Lead,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Аутстафінгова,4.0,5,В Україні,Київ чи область,0
09/12/2024 21:29,Працюю full-time,4000.0,Tech Lead,QA,Manual QA,,,Продуктова,10.0,6,В Україні,Львів чи область,0
09/12/2024 21:41,Працюю full-time,3750.0,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Сервісна (аутсорсингова),3.0,5,"За кордоном, не планую повертатися",,0
09/12/2024 21:46,Я фрилансер(-ка),8500.0,Lead/Team Lead,SE,Software Engineer / Software Developer,Front-end  розробка,TypeScript,Продуктова,8.0,5,"За кордоном, важко сказати, чи повернуся",,0
09/12/2024 21:46,Працюю full-time,400.0,Intern/Trainee,SE,Software Engineer / Software Developer,Back-end  розробка,Python,Стартап,0.25,4,В Україні,Запоріжжя чи область,0
09/12/2024 21:49,Працюю full-time,1700.0,Junior,Marketing,Product Marketing Manager,,,Продуктова,2.0,5,В Україні,Київ чи область,0
09/12/2024 21:50,Працюю full-time,7000.0,Architect,SE,Solution Architect,,Go,Продуктова,2.0,5,В Україні,Київ чи область,0
09/12/2024 21:55,Працюю full-time,3200.0,Middle,SE,Software Engineer / Software Developer,Full Stack розробка,C# / .NET,Сервісна (аутсорсингова),3.0,5,В Україні,Харків чи область,0
09/12/2024 22:00,Я фрилансер(-ка),1200.0,Middle,SE,Software Engineer / Software Developer,Full Stack розробка,PHP,Фриланс,14.0,3,В Україні,Харків чи область,0
09/12/2024 22:01,Працюю full-time,2700.0,Middle,Marketing,Product Marketing Manager,,,Продуктова,1.5,6,В Україні,Київ чи область,0
09/12/2024 22:16,Працюю full-time,850.0,Junior,SE,Software Engineer / Software Developer,Full Stack розробка,JavaScript,Сервісна (аутсорсингова),2.0,4,В Україні,Львів чи область,0
09/12/2024 22:25,Працюю full-time,5000.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,C# / .NET,Стартап,6.0,5,В Україні,Київ чи область,0
09/12/2024 22:26,Працюю full-time,6400.0,Senior,SE,Software Engineer / Software Developer,Front-end  розробка,TypeScript,Продуктова,7.0,5,В Україні,Київ чи область,0
09/12/2024 23:11,Працюю full-time,3000.0,Middle,Marketing,Product Marketing Manager,,,Продуктова,3.0,5,"За кордоном, не планую повертатися",,0
09/12/2024 23:11,Працюю full-time,2300.0,Senior,QA,Automation QA / AQA,,Python,Продуктова,3.0,3,В Україні,Львів чи область,0
09/12/2024 23:14,Працюю full-time,4000.0,Lead/Team Lead,SE,Software Engineer / Software Developer,Full Stack розробка,JavaScript,Сервісна (аутсорсингова),5.0,5,В Україні,Львів чи область,0
10/12/2024 00:11,Працюю full-time,4560.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,PHP,Продуктова,9.0,6,В Україні,Київ чи область,0
10/12/2024 02:22,Працюю full-time,3800.0,Senior,Support,Integrations Engineer / Integration Manager,,,Сервісна (аутсорсингова),15.0,4,В Україні,Київ чи область,0
10/12/2024 02:45,Працюю full-time,3000.0,Немає тайтлу,"UI/UX, Product Design",Product Designer,,,Продуктова,3.0,6,"За кордоном, важко сказати, чи повернуся",,0
10/12/2024 03:23,Працюю full-time,3000.0,Senior,Marketing,Digital Marketing Manager,,,Продуктова,6.0,3,В Україні,Київ чи область,0
10/12/2024 04:00,Працюю full-time,2500.0,Middle,QA,Automation QA / AQA,,Python,Сервісна (аутсорсингова),3.0,5,В Україні,Київ чи область,0
10/12/2024 04:11,Працюю full-time,6500.0,Architect,SE,Solution Architect,,ABAP,Державне підприємство / установа,4.0,4,В Україні,Київ чи область,0
10/12/2024 04:17,Працюю full-time,2500.0,Немає тайтлу,Analyst,BA (Business Analyst),,SQL,Продуктова,11.0,6,В Україні,Київ чи область,0
10/12/2024 05:23,Працюю full-time,1100.0,Senior,HR,HR Generalist,,,Інша,7.0,5,"За кордоном, але планую повернутися",,0
10/12/2024 05:24,Працюю full-time,1206.0,Middle,QA,Manual QA,,JavaScript,Продуктова,6.0,5,В Україні,Київ чи область,0
10/12/2024 05:32,Працюю full-time,800.0,Middle,SE,Software Engineer / Software Developer,Full Stack розробка,JavaScript,Продуктова,5.0,3,В Україні,Одеса чи область,0
10/12/2024 06:12,Працюю full-time,9000.0,Architect,DevOps,Cloud Architect,,C# / .NET,Продуктова,8.0,6,В Україні,Київ чи область,0
10/12/2024 06:17,Працюю full-time,350.0,Intern/Trainee,DS,MLOps Engineer,,Python,Стартап,0.1,5,В Україні,Львів чи область,0
10/12/2024 06:36,Працюю full-time,1200.0,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,C++,Сервісна (аутсорсингова),10.0,3,В Україні,Тернопіль чи область,0
10/12/2024 07:03,Працюю full-time,1130.0,Junior,SE,Software Engineer / Software Developer,Back-end  розробка,C# / .NET,Продуктова,2.0,4,В Україні,Київ чи область,0
10/12/2024 07:14,Працюю full-time,1000.0,Junior,Analyst,BA (Business Analyst),,,Інша,2.0,5,В Україні,Київ чи область,0
10/12/2024 07:18,Працюю full-time,3300.0,Senior,QA,Manual QA,,,Продуктова,8.0,4,В Україні,Київ чи область,0
10/12/2024 07:20,Працюю full-time,2000.0,Tech Lead,SE,Software Engineer / Software Developer,Back-end  розробка,C# / .NET,Сервісна (аутсорсингова),15.0,4,В Україні,Харків чи область,0
10/12/2024 07:21,Працюю full-time,1000.0,Middle,QA,Manual QA,,,Продуктова,3.0,2,В Україні,Ужгород чи Закарпатська область,0
10/12/2024 07:23,Працюю full-time,2200.0,Middle,QA,Manual QA,,,Продуктова,3.0,4,В Україні,Харків чи область,0
10/12/2024 07:23,Працюю full-time,2200.0,Middle,QA,Manual QA,,JavaScript,Сервісна (аутсорсингова),4.0,5,В Україні,Дніпро чи область,0
10/12/2024 07:24,Працюю full-time,2350.0,Middle,SE,Software Engineer / Software Developer,Mobile розробка,Dart,Сервісна (аутсорсингова),4.0,3,В Україні,Вінниця чи область,0
10/12/2024 07:25,Працюю full-time,2900.0,Lead/Team Lead,QA,General QA,,JavaScript,Продуктова,4.0,6,В Україні,Київ чи область,0
10/12/2024 07:25,Працюю full-time,700.0,Middle,QA,Manual QA,,,Продуктова,4.0,5,В Україні,Хмельницький чи область,0
10/12/2024 07:26,Працюю full-time,1100.0,Middle,Marketing,PPC Specialist,,,Сервісна (аутсорсингова),0.5,4,"За кордоном, не планую повертатися",,0
10/12/2024 07:27,Працюю full-time,1100.0,Junior,SE,Software Engineer / Software Developer,Mobile розробка,Swift,Сервісна (аутсорсингова),3.0,4,В Україні,Ужгород чи Закарпатська область,0
10/12/2024 07:28,Працюю full-time,2500.0,Senior,QA,Manual QA,,,Сервісна (аутсорсингова),8.0,5,В Україні,Київ чи область,0
10/12/2024 07:30,Працюю full-time,6500.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,Java,Продуктова,8.0,6,В Україні,Ужгород чи Закарпатська область,0
10/12/2024 07:31,Працюю full-time,5000.0,Lead/Team Lead,SE,Software Engineer / Software Developer,Full Stack розробка,TypeScript,Продуктова,3.0,4,"За кордоном, не планую повертатися",,0
10/12/2024 07:40,Працюю full-time,2300.0,Middle,QA,Manual QA,,,Стартап,5.0,4,"За кордоном, не планую повертатися",,0
10/12/2024 07:45,Працюю full-time,3000.0,Немає тайтлу,Agile Mgmt,Scrum Master,,,Продуктова,9.0,5,"За кордоном, не планую повертатися",,0
10/12/2024 07:54,Працюю full-time,150.0,Intern/Trainee,QA,General QA,,Python,Сервісна (аутсорсингова),0.1,5,В Україні,Київ чи область,0
10/12/2024 07:56,Працюю full-time,950.0,Junior,QA,Embedded QA,,,Продуктова,1.5,3,В Україні,Київ чи область,0
10/12/2024 08:00,Працюю full-time,2200.0,Middle,QA,Manual QA,,,Продуктова,6.0,3,"За кордоном, але планую повернутися",,0
10/12/2024 08:06,Працюю full-time,2050.0,Middle,QA,General QA,,C# / .NET,Сервісна (аутсорсингова),4.0,5,"За кордоном, не планую повертатися",,0
10/12/2024 08:12,Працюю full-time,1400.0,Junior,QA,Manual QA,,,Продуктова,1.5,3,В Україні,Київ чи область,0
10/12/2024 08:14,Працюю full-time,1400.0,Middle,QA,Automation QA / AQA,,C# / .NET,Продуктова,5.0,5,В Україні,Київ чи область,0
10/12/2024 08:18,Працюю full-time,800.0,Junior,QA,Manual QA,,,Продуктова,4.0,4,В Україні,Дніпро чи область,0
10/12/2024 08:20,Працюю full-time,3100.0,Middle,Analyst,Data Analyst,,SQL,Продуктова,3.0,4,В Україні,Київ чи область,0
10/12/2024 08:21,Працюю full-time,4000.0,Senior,DevOps,DevOps Engineer,,Python,Сервісна (аутсорсингова),6.0,5,В Україні,Дніпро чи область,0
10/12/2024 08:26,Втратив(-ла) роботу і шукаю нову,3200.0,Lead/Team Lead,QA,Manual QA,,,Сервісна (аутсорсингова),6.0,5,В Україні,Дніпро чи область,0
10/12/2024 08:29,Працюю full-time,4700.0,Senior,SE,Software Engineer / Software Developer,Front-end  розробка,TypeScript,Аутстафінгова,8.0,3,В Україні,Львів чи область,0
10/12/2024 08:31,Працюю full-time,3400.0,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,TypeScript,Аутстафінгова,4.0,6,В Україні,Івано-Франківськ чи область,0
10/12/2024 08:35,Працюю full-time,2950.0,Middle,SE,Software Engineer / Software Developer,Back-end  розробка,Salesforce Apex,Аутстафінгова,3.0,5,В Україні,Львів чи область,0
10/12/2024 08:39,Працюю full-time,980.0,Junior,QA,Manual QA,,,Продуктова,3.0,3,В Україні,Київ чи область,0
10/12/2024 08:45,Працюю full-time,1700.0,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,TypeScript,Сервісна (аутсорсингова),5.0,5,В Україні,Хмельницький чи область,0
10/12/2024 08:46,Працюю full-time,6000.0,Senior,SE,Software Engineer / Software Developer,Back-end  розробка,TypeScript,Аутстафінгова,11.0,5,В Україні,Дніпро чи область,0
10/12/2024 08:50,Працюю full-time,2200.0,Senior,QA,Manual QA,,,Продуктова,3.0,5,В Україні,Дніпро чи область,0
10/12/2024 08:52,Працюю full-time,2500.0,Middle,SE,Software Engineer / Software Developer,Front-end  розробка,JavaScript,Продуктова,3.0,5,В Україні,Ужгород чи Закарпатська область,0
10/12/2024 08:55,Працюю full-time,2300.0,Middle,QA,Manual QA,,,Продуктова,3.0,4,В Україні,Київ чи область,0
10/12/2024 08:57,Працюю full-time,700.0,Немає тайтлу,Project Mgmt,Project Manager,,,Сервісна (аутсорсингова),1.5,5,"За кордоном, не планую повертатися",,0
10/12/2024 08:58,Працюю part-time,580.0,Junior,Tech Wr./Lclz,Technical writer,,,Аутстафінгова,0.5,6,В Україні,Дніпро чи область,0
